Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Lifeline,PS2,2003,Adventure,0.033,0.032670000000000005,0.11023000000000001,0.03363,61,7.7,M
Dragon Valor,PS,1999,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,57,8.3,T
NHL 2005,GC,2004,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,75,5.6,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,0.0,0.0,0.1,0.03,88,8.2,E
Anubis II,Wii,2007,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,19,2.7,E
Inversion,PS3,2012,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,56,5.4,M
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,0.0,0.0,0.1,0.03,79,6.2,T
Assassin's Creed Chronicles,PSV,2016,Action,0.011000000000000001,0.01089,0.10341,0.031209999999999998,70,8.0,T
Dragoneer's Aria,PSP,2007,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,56,6.0,E10+
N+,DS,2007,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,82,7.4,E
Obscure,PS2,2004,Adventure,0.033,0.032670000000000005,0.11023000000000001,0.03363,65,8.9,M
Sega Soccer Slam,GC,2002,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,84,7.7,E
Deep Labyrinth,DS,2006,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,57,8.8,E10+
Spawn: Armageddon,GC,2003,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,61,7.2,M
God Hand,PS2,2006,Action,0.0,0.0,0.1,0.03,73,7.7,M
Legends of Wrestling II,GBA,2002,Fighting,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,24,3.7,E
Jurassic Park: Operation Genesis,XB,2003,Simulation,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,69,8.8,T
RedCard 20-03,PS2,2002,Sports,0.033,0.032670000000000005,0.11023000000000001,0.03363,73,9.0,E
Future Tactics: The Uprising,PS2,2004,Strategy,0.033,0.032670000000000005,0.11023000000000001,0.03363,61,6.0,T
Driver: Parallel Lines,XB,2006,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,69,4.6,M
Top Gun,PS3,2011,Simulation,0.066,0.06534000000000001,0.12046000000000001,0.03726,49,4.4,T
Batman: Rise of Sin Tzu,GBA,2003,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,63,6.8,E
Dragon Ball Z: Battle of Z,X360,2014,Fighting,0.011000000000000001,0.01089,0.10341,0.031209999999999998,53,5.1,T
World Racing,XB,2003,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,56,8.1,E
Resident Evil 5,PC,2009,Action,0.011000000000000001,0.01089,0.10341,0.031209999999999998,86,7.1,M
X-Men: The Official Game,GBA,2006,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,55,9.3,E10+
The King of Fighters 02/03,PS2,2005,Fighting,0.033,0.032670000000000005,0.11023000000000001,0.03363,73,8.8,T
Armored Core: Nine Breaker,PS2,2004,Simulation,0.033,0.032670000000000005,0.11023000000000001,0.03363,57,8.2,T
Terraria,PS4,2014,Action,0.0,0.0,0.1,0.03,83,7.9,T
Worms 3D,GC,2003,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,69,7.6,T
TRON: Evolution,PC,2010,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,57,6.0,T
The Guided Fate Paradox,PS3,2013,Role-Playing,0.0,0.0,0.1,0.03,74,7.8,T
Mayhem 3D,X360,2011,Racing,0.066,0.06534000000000001,0.12046000000000001,0.03726,47,8.6,E10+
WipEout HD Fury,PS3,2009,Racing,0.0,0.0,0.1,0.03,89,8.4,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,64,4.1,M
"Flower, Sun, and Rain",DS,2008,Adventure,0.066,0.06534000000000001,0.12046000000000001,0.03726,54,7.1,T
Gunstar Super Heroes,GBA,2005,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,83,8.5,E10+
Cities XL 2012,PC,2011,Strategy,0.011000000000000001,0.01089,0.10341,0.031209999999999998,61,5.6,E
Worms Forts: Under Siege,XB,2004,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,67,8.0,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,0.033,0.032670000000000005,0.11023000000000001,0.03363,71,8.0,M
Natural Doctrine,PSV,2014,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,60,7.5,M
Prince of Persia: The Fallen King,DS,2008,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,64,6.0,E
NHL Hitz Pro,XB,2003,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,81,8.8,E
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,0.0,0.0,0.1,0.03,72,7.2,T
Alan Wake,PC,2012,Action,0.0,0.0,0.1,0.03,83,8.0,T
Risen 3: Titan Lords,X360,2014,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,44,4.4,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,54,6.3,E10+
Wings of War,XB,2004,Simulation,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,62,5.0,T
187: Ride or Die,XB,2005,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,51,6.9,M
RPG Maker 3,PS2,2004,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,69,7.9,E10+
Kabuki Warriors,XB,2001,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,32,2.5,M
World Poker Tour,XB,2005,Misc,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,63,7.8,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,0.0,0.0,0.1,0.03,81,8.5,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,0.066,0.06534000000000001,0.12046000000000001,0.03726,41,2.4,E10+
NanoBreaker,PS2,2005,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,51,6.7,M
Bionicle,XB,2003,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,49,1.5,E
GRID 2,PC,2013,Racing,0.0,0.0,0.1,0.03,80,5.7,E
Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,55,6.7,M
Miami Vice: The Game,PSP,2006,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,63,7.0,M
Samurai Warriors Chronicles 3,PSV,2014,Action,0.0,0.0,0.1,0.03,70,7.9,T
BMX XXX,GC,2002,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,60,5.0,M
One Piece: Unlimited World Red,WiiU,2014,Action,0.0,0.0,0.1,0.03,66,7.8,T
Aggressive Inline,XB,2002,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,85,7.7,T
Insecticide,DS,2008,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,55,7.0,E10+
XGRA: Extreme G Racing Association,PS2,2003,Racing,0.033,0.032670000000000005,0.11023000000000001,0.03363,68,8.6,T
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,0.0,0.0,0.1,0.03,70,7.5,E
Tournament of Legends,Wii,2010,Fighting,0.044000000000000004,0.04356,0.11364,0.034839999999999996,45,6.9,T
Escape from Bug Island,Wii,2006,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,37,5.0,M
Gradius Collection,PSP,2006,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,76,8.5,E
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,0.033,0.032670000000000005,0.11023000000000001,0.03363,55,7.1,M
Gallop Racer 2004,PS2,2004,Sports,0.033,0.032670000000000005,0.11023000000000001,0.03363,70,8.7,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,45,7.8,T
F1 2001,XB,2001,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,83,5.5,E
Crimson Gem Saga,PSP,2008,Role-Playing,0.066,0.06534000000000001,0.12046000000000001,0.03726,78,7.5,T
Monster Tale,DS,2011,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,79,8.0,E
Legend of the Dragon,Wii,2007,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,37,4.8,T
Cel Damage,GC,2002,Racing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,67,6.8,T
Mirror's Edge Catalyst,PC,2016,Platform,0.011000000000000001,0.01089,0.10341,0.031209999999999998,74,4.4,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,59,4.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,68,6.2,T
Tokobot,PSP,2005,Platform,0.066,0.06534000000000001,0.12046000000000001,0.03726,72,7.3,E
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,32,5.8,M
Assetto Corsa,PS4,2016,Racing,0.0,0.0,0.1,0.03,73,6.2,E
NHL 2K9,Wii,2008,Sports,0.066,0.06534000000000001,0.12046000000000001,0.03726,65,5.4,E10+
"Warhammer 40,000: Squad Command",DS,2007,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,57,7.9,T
One Piece: Burning Blood,XOne,2016,Fighting,0.033,0.032670000000000005,0.11023000000000001,0.03363,60,5.8,T
TrackMania Turbo,XOne,2016,Action,0.022000000000000002,0.02178,0.10682000000000001,0.03242,76,7.7,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,0.033,0.032670000000000005,0.11023000000000001,0.03363,83,8.3,M
Bionicle Heroes,DS,2006,Shooter,0.066,0.06534000000000001,0.12046000000000001,0.03726,72,6.4,T
Mystic Heroes,PS2,2002,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,67,8.6,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,0.044000000000000004,0.04356,0.11364,0.034839999999999996,65,8.0,E
Unchained Blades ,PSP,2011,Role-Playing,0.0,0.0,0.1,0.03,61,7.5,T
Showtime Championship Boxing,Wii,2007,Fighting,0.066,0.06534000000000001,0.12046000000000001,0.03726,35,4.7,E10+
Bomberman Land,PSP,2007,Misc,0.066,0.06534000000000001,0.12046000000000001,0.03726,55,7.8,E
Steins;Gate,PS3,2012,Adventure,0.011000000000000001,0.01089,0.10341,0.031209999999999998,83,8.7,M
Nights of Azure,PS4,2015,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,67,7.6,T
Age of Empires Online,PC,2011,Strategy,0.011000000000000001,0.01089,0.10341,0.031209999999999998,70,5.6,E10+
Earth Defense Force 2017 Portable,PSV,2012,Action,0.0,0.0,0.1,0.03,68,7.9,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,68,7.8,E10+
From The Abyss,DS,2008,Role-Playing,0.066,0.06534000000000001,0.12046000000000001,0.03726,59,8.0,E
The LEGO Movie Videogame,PC,2014,Action,0.022000000000000002,0.02178,0.10682000000000001,0.03242,68,6.8,E10+
DuckTales: Remastered,WiiU,2013,Action,0.066,0.06534000000000001,0.12046000000000001,0.03726,76,7.9,E
Giants: Citizen Kabuto,PS2,2001,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,79,6.9,T
MX vs. ATV Supercross,X360,2014,Racing,0.033,0.032670000000000005,0.11023000000000001,0.03363,48,4.8,E
Grand Kingdom,PSV,2015,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,76,8.8,T
LEGO Batman: The Videogame,PC,2008,Action,0.022000000000000002,0.02178,0.10682000000000001,0.03242,80,7.8,E10+
Alone in the Dark,PS2,2008,Adventure,0.033,0.032670000000000005,0.11023000000000001,0.03363,47,5.4,M
Muppets Party Cruise,PS2,2003,Misc,0.033,0.032670000000000005,0.11023000000000001,0.03363,61,8.0,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,64,7.9,M
Cold Fear,XB,2005,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,71,7.6,M
The Technomancer,PS4,2016,Role-Playing,0.022000000000000002,0.02178,0.10682000000000001,0.03242,60,6.7,M
Theme Park,DS,2007,Simulation,0.0,0.0,0.1,0.03,72,7.6,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,77,8.1,M
Blur,PC,2010,Racing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,81,7.4,E10+
The Next BIG Thing,PC,2011,Adventure,0.0,0.0,0.1,0.03,75,7.9,E10+
Alien Syndrome,Wii,2007,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,48,7.1,T
Vexx,GC,2003,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,71,7.3,T
Secret Files: Tunguska,Wii,2008,Adventure,0.044000000000000004,0.04356,0.11364,0.034839999999999996,65,7.6,T
Unreal Tournament III,PC,2007,Shooter,0.0,0.0,0.1,0.03,83,8.0,M
Disney Sports Skateboarding,GC,2002,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,36,4.7,E
Terminator 3: The Redemption,XB,2004,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,66,8.6,T
Arkanoid DS,DS,2007,Puzzle,0.066,0.06534000000000001,0.12046000000000001,0.03726,61,7.0,E
Call of Duty 2,PC,2005,Shooter,0.0,0.0,0.1,0.03,86,8.4,T
Big Bang Mini,DS,2009,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,78,8.2,E
Serious Sam II,XB,2005,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,72,6.7,M
Song of the Deep,XOne,2016,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,66,6.9,E
Dead Rising 2: Off the Record,PC,2011,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,66,5.3,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,0.033,0.032670000000000005,0.11023000000000001,0.03363,64,8.1,E
The Witcher,PC,2007,Role-Playing,0.0,0.0,0.1,0.03,81,8.8,M
Coded Arms: Contagion,PSP,2007,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,56,6.6,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,0.0,0.0,0.1,0.03,80,8.7,M
Create,PC,2010,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,54,6.8,E
Commandos: Strike Force,PS2,2006,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,58,8.5,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,57,8.6,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,0.044000000000000004,0.04356,0.11364,0.034839999999999996,67,5.9,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,52,7.4,T
Devil's Third,WiiU,2015,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,43,6.5,M
Star Trek: Tactical Assault,DS,2006,Strategy,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,63,7.0,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,0.044000000000000004,0.04356,0.11364,0.034839999999999996,44,2.5,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,0.044000000000000004,0.04356,0.11364,0.034839999999999996,80,7.8,T
Resident Evil - Code: Veronica X,GC,2003,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,62,8.5,M
Trapt,PS2,2005,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,60,7.9,M
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,0.0,0.0,0.1,0.03,68,7.8,T
Worms 3D,XB,2003,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,69,8.4,T
PoPoLoCrois,PSP,2005,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,66,7.4,E
Dragon Rage,PS2,2001,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,50,6.4,T
Theresia...,DS,2008,Adventure,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,61,8.0,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,0.0,0.0,0.1,0.03,71,6.9,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,0.0,0.0,0.1,0.03,58,7.5,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,58,7.0,E
Jumper: Griffin's Story,X360,2008,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,29,3.3,T
Tron 2.0: Killer App,XB,2004,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,69,4.3,T
The Fast and the Furious,PS2,2006,Racing,0.033,0.032670000000000005,0.11023000000000001,0.03363,59,6.6,T
Vampire Rain: Altered Species,PS3,2008,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,30,3.5,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,35,6.1,T
Racing Gears Advance,GBA,2004,Racing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,83,8.9,E
Inversion,X360,2012,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,53,6.5,M
Need for Speed: Shift,PC,2009,Racing,0.0,0.0,0.1,0.03,83,5.8,E
Mercury Meltdown,PSP,2006,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,78,7.8,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,71,8.3,T
Zoo Tycoon 2,PC,2004,Strategy,0.0,0.0,0.1,0.03,72,8.1,E
Brave: A Warrior's Tale,X360,2009,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,42,5.0,E10+
Fatal Frame,XB,2002,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,77,8.6,T
Urban Chaos: Riot Response,PS2,2006,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,73,7.8,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,44,4.6,T
Ivy the Kiwi?,Wii,2010,Puzzle,0.044000000000000004,0.04356,0.11364,0.034839999999999996,74,7.2,E
Resident Evil 2,GC,2003,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,59,8.5,M
Catwoman,XB,2004,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,45,4.6,T
Top Gun: Hard Lock,X360,2012,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,54,3.5,T
Warriors Orochi 2,X360,2008,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,44,8.1,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,69,7.5,E10+
Street Fighter V,PC,2016,Fighting,0.0,0.0,0.1,0.03,74,2.9,T
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,71,9.0,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,0.0,0.0,0.1,0.03,42,4.1,E
Gun Showdown,PSP,2006,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,73,7.6,M
Tiger Woods PGA Tour 08,DS,2007,Sports,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,81,7.6,E
Constantine,XB,2005,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,60,7.1,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,64,7.1,M
Samurai Shodown Anthology,Wii,2008,Fighting,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,74,8.2,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,0.011000000000000001,0.01089,0.10341,0.031209999999999998,82,8.4,M
Nanostray,DS,2005,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,71,7.7,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,59,8.4,T
Tropico 5,X360,2014,Simulation,0.033,0.032670000000000005,0.11023000000000001,0.03363,71,7.2,T
Rugby World Cup 2015,PS4,2015,Sports,0.0,0.0,0.1,0.03,25,1.9,E
Lost Kingdoms II,GC,2003,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,68,9.1,T
Aggressive Inline,GC,2002,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,88,7.8,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,62,6.9,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,60,6.9,E10+
X-Men: Destiny,DS,2011,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,33,5.6,E10+
The Sims 2: University,PC,2005,Simulation,0.011000000000000001,0.01089,0.10341,0.031209999999999998,81,7.8,T
Generation of Chaos,PSP,2005,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,60,7.7,T
Pump It Up: Exceed,PS2,2005,Misc,0.033,0.032670000000000005,0.11023000000000001,0.03363,73,8.4,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,0.033,0.032670000000000005,0.11023000000000001,0.03363,64,6.4,T
MotorStorm RC,PSV,2012,Racing,0.0,0.0,0.1,0.03,78,6.8,E
Harry Potter and the Sorcerer's Stone,PC,2001,Action,0.011000000000000001,0.01089,0.10341,0.031209999999999998,65,7.8,E
Scurge: Hive,DS,2006,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,70,8.6,E10+
Remember Me,PC,2013,Action,0.0,0.0,0.1,0.03,65,7.4,M
NBA Live 07,XB,2006,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,69,6.8,E
Ride to Hell,X360,2013,Racing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,19,1.3,M
The Saboteur,PC,2009,Action,0.0,0.0,0.1,0.03,76,8.0,M
Hail to the Chimp,X360,2008,Misc,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,52,6.1,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,0.044000000000000004,0.04356,0.11364,0.034839999999999996,68,8.2,M
Rocket League,PC,2016,Sports,0.011000000000000001,0.01089,0.10341,0.031209999999999998,86,8.2,E
V-Rally 3,PS2,2002,Racing,0.033,0.032670000000000005,0.11023000000000001,0.03363,82,7.4,E
Mirror's Edge,PC,2009,Platform,0.0,0.0,0.1,0.03,81,8.1,T
Titan Quest,PC,2006,Role-Playing,0.011000000000000001,0.01089,0.10341,0.031209999999999998,77,8.1,T
Amazing Island,GC,2004,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,59,6.6,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,65,7.9,T
Gothic 3,PC,2006,Role-Playing,0.0,0.0,0.1,0.03,63,7.3,T
7 Days to Die,XOne,2016,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,35,5.2,M
Alvin and the Chipmunks,Wii,2007,Misc,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,30,3.6,E
Final Fight: Streetwise,PS2,2006,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,43,6.2,M
Speed Kings,XB,2003,Racing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,60,8.8,E
Rebelstar: Tactical Command,GBA,2005,Strategy,0.044000000000000004,0.04356,0.11364,0.034839999999999996,78,9.1,E10+
F1 2010,PC,2010,Racing,0.0,0.0,0.1,0.03,84,6.6,E
Gladiator: Sword of Vengeance,XB,2003,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,65,7.1,M
Bombastic,PS2,2002,Puzzle,0.033,0.032670000000000005,0.11023000000000001,0.03363,72,7.2,E
Coraline,Wii,2009,Action,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,42,5.5,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,0.044000000000000004,0.04356,0.11364,0.034839999999999996,70,8.3,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,69,7.2,M
Sega Soccer Slam,XB,2002,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,80,8.5,E
Enemy Front,PS3,2014,Shooter,0.011000000000000001,0.01089,0.10341,0.031209999999999998,43,6.0,M
Front Mission Evolved,PC,2010,Shooter,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,63,5.1,T
Dynasty Warriors 5,XB,2005,Action,0.044000000000000004,0.04356,0.11364,0.034839999999999996,66,8.0,T
Murdered: Soul Suspect,PC,2014,Action,0.0,0.0,0.1,0.03,59,7.4,M
Rez,PS2,2001,Shooter,0.033,0.032670000000000005,0.11023000000000001,0.03363,78,8.3,E
Neverland Card Battles,PSP,2008,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,57,7.8,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,76,8.3,E
UEFA Euro 2004: Portugal,XB,2004,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,74,8.1,E
Airline Tycoon 2,PC,2011,Simulation,0.0,0.0,0.1,0.03,57,5.5,E
Medabots: Infinity,GC,2003,Role-Playing,0.044000000000000004,0.04356,0.11364,0.034839999999999996,51,8.0,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,0.0,0.0,0.1,0.03,60,7.1,T
NFL Blitz Pro,XB,2003,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,71,6.6,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,58,7.5,E
Death Jr. II: Root of Evil,PSP,2006,Platform,0.05500000000000001,0.054450000000000005,0.11705000000000002,0.03605,68,7.3,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,0.044000000000000004,0.04356,0.11364,0.034839999999999996,80,8.8,E
Mighty No. 9,PS4,2016,Platform,0.044000000000000004,0.04356,0.11364,0.034839999999999996,52,3.5,E10+
Samurai Champloo: Sidetracked,PS2,2006,Action,0.033,0.032670000000000005,0.11023000000000001,0.03363,66,7.2,T
Medal of Honor: Airborne,PC,2007,Shooter,0.0,0.0,0.1,0.03,78,7.3,T
Men of War: Assault Squad,PC,2011,Strategy,0.011000000000000001,0.01089,0.10341,0.031209999999999998,77,8.2,T
